skill_id,name,description,estimated_hours,roadmap_id,parent_id,parent_title,node_type,category
azure_2,Microsoft Entra ID,"Microsoft Entra ID: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
devops_monitoring,Monitoring,"Monitoring: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_fundamentals,DevOps Fundamentals,skill,devops
devops_networking,Networking Fundamentals,"Networking Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_devops,devops_fundamentals,DevOps Fundamentals,skill,devops
kubernetes_13,Observability,"Observability: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
kubernetes_2,Pods,"Pods: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
aws_18,Production AWS,"Production AWS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,aws_17,Terraform on AWS,skill,devops
azure_13,Production Azure,"Production Azure: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,azure_12,Terraform on Azure,skill,devops
gcp_13,Production GCP,"Production GCP: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,gcp_12,Terraform on GCP,skill,devops
kubernetes_15,Production Kubernetes,"Production Kubernetes: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
devops_prometheus,Prometheus,"Prometheus: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_monitoring,Monitoring,skill,devops
gcp_9,Pub/Sub,"Pub/Sub: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
kubernetes_9,RBAC,"RBAC: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
aws_6,RDS,"RDS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
aws_10,Route 53,"Route 53: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
aws_4,S3,"S3: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
aws_15,SNS,"SNS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
aws_14,SQS,"SQS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
devops_sre,SRE and Reliability Engineering,"SRE and Reliability Engineering: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_devops,devops_monitoring,Monitoring,skill,devops
kubernetes_6,Secrets,"Secrets: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
devops_secrets,Secrets and Configuration Management,"Secrets and Configuration Management: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,devops_kubernetes,Kubernetes,skill,devops
kubernetes_4,Services,"Services: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
devops_terraform,Terraform and Infrastructure as Code,"Terraform and Infrastructure as Code: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_devops,devops_fundamentals,DevOps Fundamentals,skill,devops
aws_17,Terraform on AWS,"Terraform on AWS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
azure_12,Terraform on Azure,"Terraform on Azure: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,azure_6,Azure SQL,skill,devops
gcp_12,Terraform on GCP,"Terraform on GCP: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,gcp_6,Cloud SQL,skill,devops
aws_5,VPC,"VPC: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
azure_3,Virtual Machines,"Virtual Machines: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
azure_5,Virtual Network,"Virtual Network: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
kubernetes_7,Volumes,"Volumes: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
embedded_10,ADC and DAC,"ADC and DAC: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,,,skill,embedded
embedded_2,C Programming,"C Programming: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_embedded,,,skill,embedded
embedded_15,Debugging,"Debugging: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,,,skill,embedded
embedded_14,Embedded Networking,"Embedded Networking: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,,,skill,embedded
embedded_17,Embedded Security,"Embedded Security: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,embedded_1,Embedded Systems Fundamentals,skill,embedded
embedded_1,Embedded Systems Fundamentals,"Embedded Systems Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_embedded,,,skill,embedded
embedded_16,Firmware Architecture,"Firmware Architecture: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,embedded_1,Embedded Systems Fundamentals,skill,embedded
embedded_13,FreeRTOS,"FreeRTOS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,,,skill,embedded
embedded_4,GPIO,"GPIO: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_embedded,,,skill,embedded
embedded_9,I2C,"I2C: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,,,skill,embedded
embedded_6,Interrupts,"Interrupts: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,,,skill,embedded
embedded_3,Microcontrollers,"Microcontrollers: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_embedded,,,skill,embedded
embedded_11,PWM,"PWM: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,,,skill,embedded
embedded_18,Production Embedded Systems,"Production Embedded Systems: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,embedded_17,Embedded Security,skill,embedded
embedded_12,RTOS Fundamentals,"RTOS Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,embedded_1,Embedded Systems Fundamentals,skill,embedded
embedded_8,SPI,"SPI: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,,,skill,embedded
embedded_5,Timers,"Timers: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,,,skill,embedded
embedded_7,UART,"UART: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_embedded,,,skill,embedded
nextjs_10,API Routes,"API Routes: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,nextjs_6,Server Actions,skill,frontend
fe_advanced_accessibility,Advanced Accessibility,"Advanced Accessibility: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,fe_accessibility,Web Accessibility,skill,frontend
js_advancedts,Advanced TypeScript,"Advanced TypeScript: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_frontend,js_typescript,TypeScript Fundamentals,skill,frontend
js_arrays,Arrays and Collection Methods,"Arrays and Collection Methods: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,js_fundamentals,JavaScript Fundamentals,skill,frontend
js_events,Browser Events,"Browser Events: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,js_dom,DOM Manipulation,skill,frontend
js_security,Browser Security Fundamentals,"Browser Security Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,js_fundamentals,JavaScript Fundamentals,skill,frontend
js_storage,Browser Storage,"Browser Storage: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_frontend,js_dom,DOM Manipulation,skill,frontend
js_bundlers,Bundlers and Build Systems,"Bundlers and Build Systems: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,js_tooling,npm and JavaScript Tooling,skill,frontend
fe_css,CSS Fundamentals,"CSS Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,fe_html,HTML Fundamentals,skill,frontend
fe_zustand,Client State Management,"Client State Management: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,fe_state,React State Management,skill,frontend
fe_routing,Client-Side Routing,"Client-Side Routing: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,fe_react,React Fundamentals,skill,frontend
js_closures,Closures,"Closures: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
react_2,Components,"Components: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_frontend,,,skill,frontend
js_dom,DOM Manipulation,"DOM Manipulation: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,js_arrays,Arrays and Collection Methods,skill,frontend
fe_dom,DOM and Browser APIs,"DOM and Browser APIs: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,fe_javascript,JavaScript for Frontend,skill,frontend
react_8,Data Fetching,"Data Fetching: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
fe_designsystem,Design Systems,"Design Systems: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,fe_react,React Fundamentals,skill,frontend
js_modules,ES Modules,"ES Modules: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,js_fundamentals,JavaScript Fundamentals,skill,frontend
fe_e2e,End-to-End Web Testing,"End-to-End Web Testing: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,fe_testing,Frontend Testing,skill,frontend
js_fetch,Fetch API and HTTP,"Fetch API and HTTP: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,js_async,Promises and Async Await,skill,frontend
fe_layout,Flexbox and Grid,"Flexbox and Grid: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,fe_css,CSS Fundamentals,skill,frontend
react_6,Forms,"Forms: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
fe_api,Frontend API Integration,"Frontend API Integration: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,fe_javascript,JavaScript for Frontend,skill,frontend
fe_forms,Frontend Forms and Validation,"Frontend Forms and Validation: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,fe_components,React Components and Props,skill,frontend
fe_npm,Frontend Package Management,"Frontend Package Management: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_frontend,fe_git,Git for Frontend Development,skill,frontend
fe_performance,Frontend Performance Optimization,"Frontend Performance Optimization: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_frontend,fe_react,React Fundamentals,skill,frontend
fe_security,Frontend Security,"Frontend Security: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,fe_javascript,JavaScript for Frontend,skill,frontend
fe_testing,Frontend Testing,"Frontend Testing: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,fe_react,React Fundamentals,skill,frontend
js_fullstack,Full-Stack JavaScript,"Full-Stack JavaScript: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_frontend,js_backend,JavaScript Backend Development,skill,frontend
fe_git,Git for Frontend Development,"Git for Frontend Development: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_frontend,fe_html,HTML Fundamentals,skill,frontend
fe_html,HTML Fundamentals,"HTML Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
react_5,Hooks,"Hooks: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
js_architecture,JavaScript Application Architecture,"JavaScript Application Architecture: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_frontend,js_patterns,JavaScript Design Patterns,skill,frontend
js_backend,JavaScript Backend Development,"JavaScript Backend Development: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_frontend,js_node,Node.js Fundamentals,skill,frontend
js_classes,JavaScript Classes,"JavaScript Classes: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,js_objects,Objects and Prototypes,skill,frontend
js_patterns,JavaScript Design Patterns,"JavaScript Design Patterns: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,js_objects,Objects and Prototypes,skill,frontend
js_errors,JavaScript Error Handling,"JavaScript Error Handling: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_frontend,js_fundamentals,JavaScript Fundamentals,skill,frontend
js_fundamentals,JavaScript Fundamentals,"JavaScript Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,,,skill,frontend
js_performance,JavaScript Performance,"JavaScript Performance: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,js_fundamentals,JavaScript Fundamentals,skill,frontend
js_syntax,JavaScript Syntax and Control Flow,"JavaScript Syntax and Control Flow: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,js_fundamentals,JavaScript Fundamentals,skill,frontend
js_testing,JavaScript Testing,"JavaScript Testing: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,js_fundamentals,JavaScript Fundamentals,skill,frontend
fe_javascript,JavaScript for Frontend,"JavaScript for Frontend: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_frontend,fe_html,HTML Fundamentals,skill,frontend
nextjs_3,Layouts,"Layouts: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_frontend,,,skill,frontend
nextjs_9,Middleware,"Middleware: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,nextjs_6,Server Actions,skill,frontend
fe_next,Next.js,"Next.js: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_frontend,fe_react,React Fundamentals,skill,frontend
nextjs_1,Next.js Fundamentals,"Next.js Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_frontend,,,skill,frontend
js_node,Node.js Fundamentals,"Node.js Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_frontend,js_fundamentals,JavaScript Fundamentals,skill,frontend
js_objects,Objects and Prototypes,"Objects and Prototypes: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,,,skill,frontend
fe_production,Production Frontend Engineering,"Production Frontend Engineering: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_frontend,fe_performance,Frontend Performance Optimization,skill,frontend
js_production,Production JavaScript Engineering,"Production JavaScript Engineering: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_frontend,js_fullstack,Full-Stack JavaScript,skill,frontend
nextjs_13,Production Next.js,"Production Next.js: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
react_14,Production React,"Production React: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
fe_pwa,Progressive Web Apps,"Progressive Web Apps: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,fe_responsive,Responsive Web Design,skill,frontend
js_async,Promises and Async Await,"Promises and Async Await: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,,,skill,frontend
react_3,Props,"Props: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_frontend,,,skill,frontend
fe_components,React Components and Props,"React Components and Props: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,fe_react,React Fundamentals,skill,frontend
fe_react,React Fundamentals,"React Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_frontend,fe_javascript,JavaScript for Frontend,skill,frontend
fe_hooks,React Hooks,"React Hooks: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,fe_state,React State Management,skill,frontend
fe_state,React State Management,"React State Management: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,fe_components,React Components and Props,skill,frontend
fe_responsive,Responsive Web Design,"Responsive Web Design: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,fe_layout,Flexbox and Grid,skill,frontend
react_7,Routing,"Routing: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
fe_ssr,"SSR, SSG and Rendering Strategies","SSR, SSG and Rendering Strategies: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,fe_next,Next.js,skill,frontend
fe_semantic,Semantic HTML,"Semantic HTML: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_frontend,fe_html,HTML Fundamentals,skill,frontend
nextjs_6,Server Actions,"Server Actions: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
react_12,Server Components,"Server Components: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
fe_query,Server State and Data Fetching,"Server State and Data Fetching: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,fe_api,Frontend API Integration,skill,frontend
react_4,State,"State: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_frontend,,,skill,frontend
react_9,State Management,"State Management: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
js_typescript,TypeScript Fundamentals,"TypeScript Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_frontend,js_fundamentals,JavaScript Fundamentals,skill,frontend
fe_typescript,TypeScript for Frontend,"TypeScript for Frontend: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,fe_javascript,JavaScript for Frontend,skill,frontend
js_types,"Types, Coercion and Equality","Types, Coercion and Equality: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,js_fundamentals,JavaScript Fundamentals,skill,frontend
fe_accessibility,Web Accessibility,"Web Accessibility: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,fe_semantic,Semantic HTML,skill,frontend
js_realtime,WebSockets and Real-Time JavaScript,"WebSockets and Real-Time JavaScript: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_frontend,js_async,Promises and Async Await,skill,frontend
js_tooling,npm and JavaScript Tooling,"npm and JavaScript Tooling: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,js_fundamentals,JavaScript Fundamentals,skill,frontend
js_this,this and Execution Context,"this and Execution Context: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_frontend,,,skill,frontend
game_development_6,2D Development,"2D Development: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,,,skill,game_development
game_development_7,3D Development,"3D Development: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,,,skill,game_development
game_development_8,Animation,"Animation: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,,,skill,game_development
game_development_9,Audio,"Audio: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,,,skill,game_development
game_development_10,Game AI,"Game AI: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,,,skill,game_development
game_development_1,Game Development Fundamentals,"Game Development Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_game_development,,,skill,game_development
game_development_2,Game Loops,"Game Loops: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_game_development,,,skill,game_development
game_development_5,Input Systems,"Input Systems: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,,,skill,game_development
game_development_14,Multiplayer,"Multiplayer: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,,,skill,game_development
game_development_15,Optimization,"Optimization: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,,,skill,game_development
game_development_11,Pathfinding,"Pathfinding: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,,,skill,game_development
game_development_4,Physics,"Physics: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_game_development,,,skill,game_development
game_development_18,Production Game Development,"Production Game Development: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,game_development_17,Unreal Engine,skill,game_development
game_development_12,Shaders,"Shaders: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,,,skill,game_development
game_development_16,Unity,"Unity: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,game_development_1,Game Development Fundamentals,skill,game_development
game_development_17,Unreal Engine,"Unreal Engine: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_game_development,game_development_1,Game Development Fundamentals,skill,game_development
game_development_3,Vectors and Mathematics,"Vectors and Mathematics: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_game_development,,,skill,game_development
mobile_5,Android Architecture,"Android Architecture: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,mobile_1,Mobile Development Fundamentals,skill,mobile
mobile_2,Android Fundamentals,"Android Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_mobile,mobile_1,Mobile Development Fundamentals,skill,mobile
kotlin_14,Android Kotlin,"Android Kotlin: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,kotlin_1,Kotlin Fundamentals,skill,mobile
mobile_10,App Performance,"App Performance: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,,,skill,mobile
mobile_15,App Store Deployment,"App Store Deployment: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,,,skill,mobile
swift_9,Async Await,"Async Await: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,swift_1,Swift Fundamentals,skill,mobile
kotlin_7,Coroutines,"Coroutines: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,kotlin_1,Kotlin Fundamentals,skill,mobile
kotlin_8,Flow,"Flow: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,,,skill,mobile
kotlin_3,Functions,"Functions: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_mobile,kotlin_1,Kotlin Fundamentals,skill,mobile
mobile_4,Jetpack Compose,"Jetpack Compose: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_mobile,,,skill,mobile
mobile_3,Kotlin,"Kotlin: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_mobile,,,skill,mobile
kotlin_1,Kotlin Fundamentals,"Kotlin Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_mobile,,,skill,mobile
kotlin_11,Ktor,"Ktor: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,kotlin_1,Kotlin Fundamentals,skill,mobile
mobile_1,Mobile Development Fundamentals,"Mobile Development Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_mobile,,,skill,mobile
kotlin_2,Null Safety,"Null Safety: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_mobile,,,skill,mobile
kotlin_5,Object-Oriented Kotlin,"Object-Oriented Kotlin: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,kotlin_1,Kotlin Fundamentals,skill,mobile
swift_2,Optionals,"Optionals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_mobile,swift_1,Swift Fundamentals,skill,mobile
swift_13,Persistence,"Persistence: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,swift_1,Swift Fundamentals,skill,mobile
kotlin_15,Production Kotlin,"Production Kotlin: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,kotlin_14,Android Kotlin,skill,mobile
mobile_16,Production Mobile Development,"Production Mobile Development: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,mobile_15,App Store Deployment,skill,mobile
swift_15,Production iOS,"Production iOS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,,,skill,mobile
swift_4,Protocols,"Protocols: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_mobile,swift_1,Swift Fundamentals,skill,mobile
mobile_12,Swift,"Swift: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,,,skill,mobile
swift_1,Swift Fundamentals,"Swift Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_mobile,,,skill,mobile
swift_10,SwiftUI,"SwiftUI: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,swift_1,Swift Fundamentals,skill,mobile
swift_11,iOS Architecture,"iOS Architecture: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,swift_1,Swift Fundamentals,skill,mobile
mobile_11,iOS Fundamentals,"iOS Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_mobile,mobile_1,Mobile Development Fundamentals,skill,mobile
py_async,Asyncio and Asynchronous Python,"Asyncio and Asynchronous Python: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_python,py_functions,Functions and Scope,skill,python
py_concurrency,Concurrency and Multiprocessing,"Concurrency and Multiprocessing: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_python,py_async,Asyncio and Asynchronous Python,skill,python
py_dataclasses,Dataclasses,"Dataclasses: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_python,py_oop,Object-Oriented Python,skill,python
py_decorators,Decorators and Context Managers,"Decorators and Context Managers: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_python,py_oop,Object-Oriented Python,skill,python
py_django,Django,"Django: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_python,py_http,HTTP Clients and APIs,skill,python
py_exceptions,Exception Handling,"Exception Handling: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_python,py_fundamentals,Python Fundamentals,skill,python
py_fastapi,FastAPI,"FastAPI: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_python,py_http,HTTP Clients and APIs,skill,python
py_files,File Handling and Serialization,"File Handling and Serialization: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_python,py_fundamentals,Python Fundamentals,skill,python
